Image,image_url,@Occasion,@Age Group,@Recommended Body shape,@Recommended size,@Skin tone,Clothing Type,Fit,Fabric,Color_family,Style,Description,Quality_Tag,Score,Prompt
imgA_003,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719908/training_image/image3.png,Formal,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Flattering,Cotton blend,Pastel,Elegant,Good quality formal outfit for Indian female in age group 26-35.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_004,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719906/training_image/image4.png,Formal,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Flattering,Cotton blend,Pastel,Elegant,Good quality formal outfit for Indian female in age group 36-50.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_005,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719901/training_image/image5.png,Formal,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Flattering,Cotton blend,Pastel,Elegant,Good quality formal outfit for Indian female in age group 51+.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_006,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719898/training_image/image6.png,Party,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Flattering,Cotton blend,Pastel,Elegant,Good quality party outfit for Indian female in age group 13-17.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_007,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719889/training_image/image7.png,Party,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Flattering,Cotton blend,Pastel,Elegant,Good quality party outfit for Indian female in age group 18-25.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_008,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719885/training_image/image8.png,Party,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Flattering,Cotton blend,Pastel,Elegant,Good quality party outfit for Indian female in age group 26-35.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_009,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719878/training_image/image9.png,Party,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Flattering,Cotton blend,Pastel,Elegant,Good quality party outfit for Indian female in age group 36-50.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_010,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719875/training_image/image10.png,Party,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Flattering,Cotton blend,Pastel,Elegant,Good quality party outfit for Indian female in age group 51+.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_011,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719872/training_image/image11.png,Wedding,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Flattering,Silk,Pastel,Elegant,Good quality wedding outfit for Indian female in age group 13-17.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Cotton blend. Background: suitable wedding setting."
imgA_012,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719869/training_image/image12.png,Wedding,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Flattering,Silk,Pastel,Elegant,Good quality wedding outfit for Indian female in age group 18-25.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_013,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719861/training_image/image13.png,Wedding,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Flattering,Silk,Pastel,Elegant,Good quality wedding outfit for Indian female in age group 26-35.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_014,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719858/training_image/image14.png,Wedding,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Flattering,Silk,Pastel,Elegant,Good quality wedding outfit for Indian female in age group 36-50.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_015,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719852/training_image/image15.png,Wedding,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Flattering,Silk,Pastel,Elegant,Good quality wedding outfit for Indian female in age group 51+.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_016,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719849/training_image/image16.png,Casual Luxury,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Flattering,Cotton blend,Pastel,Elegant,Good quality casual luxury outfit for Indian female in age group 13-17.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Silk. Background: suitable casual luxury setting."
imgA_017,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719836/training_image/image17.png,Casual Luxury,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Flattering,Cotton blend,Pastel,Elegant,Good quality casual luxury outfit for Indian female in age group 18-25.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_018,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719824/training_image/image18.png,Casual Luxury,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Flattering,Cotton blend,Pastel,Elegant,Good quality casual luxury outfit for Indian female in age group 26-35.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_019,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719816/training_image/image19.png,Casual Luxury,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Flattering,Cotton blend,Pastel,Elegant,Good quality casual luxury outfit for Indian female in age group 36-50.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_020,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719814/training_image/image20.png,Casual Luxury,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Flattering,Cotton blend,Pastel,Elegant,Good quality casual luxury outfit for Indian female in age group 51+.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_021,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719811/training_image/image21.png,Resort,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Flattering,Chiffon,Pastel,Elegant,Good quality resort outfit for Indian female in age group 13-17.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Cotton blend. Background: suitable resort setting."
imgA_022,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719809/training_image/image22.png,Resort,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Flattering,Chiffon,Pastel,Elegant,Good quality resort outfit for Indian female in age group 18-25.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_023,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719366/training_image/image23.png,Resort,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Flattering,Chiffon,Pastel,Elegant,Good quality resort outfit for Indian female in age group 26-35.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_024,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719369/training_image/image24.png,Resort,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Flattering,Chiffon,Pastel,Elegant,Good quality resort outfit for Indian female in age group 36-50.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_025,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719806/training_image/image25.png,Resort,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Flattering,Chiffon,Pastel,Elegant,Good quality resort outfit for Indian female in age group 51+.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_026,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719370/training_image/image26.png,Formal,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Average,Cotton blend,Neutral,Basic,Okay quality formal outfit for Indian female in age group 13-17.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Chiffon. Background: suitable formal setting."
imgA_027,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719798/training_image/image27.png,Formal,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Average,Cotton blend,Neutral,Basic,Okay quality formal outfit for Indian female in age group 18-25.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_028,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719372/training_image/image28.png,Formal,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Average,Cotton blend,Neutral,Basic,Okay quality formal outfit for Indian female in age group 26-35.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_029,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719795/training_image/image29.png,Formal,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Average,Cotton blend,Neutral,Basic,Okay quality formal outfit for Indian female in age group 36-50.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_030,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719788/training_image/image30.png,Formal,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Average,Cotton blend,Neutral,Basic,Okay quality formal outfit for Indian female in age group 51+.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_031,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719778/training_image/image31.png,Party,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Average,Cotton blend,Neutral,Basic,Okay quality party outfit for Indian female in age group 13-17.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_032,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719774/training_image/image32.png,Party,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Average,Cotton blend,Neutral,Basic,Okay quality party outfit for Indian female in age group 18-25.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_033,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719771/training_image/image33.png,Party,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Average,Cotton blend,Neutral,Basic,Okay quality party outfit for Indian female in age group 26-35.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_034,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719768/training_image/image34.png,Party,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Average,Cotton blend,Neutral,Basic,Okay quality party outfit for Indian female in age group 36-50.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_035,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719765/training_image/image35.png,Party,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Average,Cotton blend,Neutral,Basic,Okay quality party outfit for Indian female in age group 51+.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_036,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719763/training_image/image36.png,Wedding,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Average,Silk,Neutral,Basic,Okay quality wedding outfit for Indian female in age group 13-17.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Cotton blend. Background: suitable wedding setting."
imgA_037,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719760/training_image/image37.png,Wedding,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Average,Silk,Neutral,Basic,Okay quality wedding outfit for Indian female in age group 18-25.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_038,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719757/training_image/image38.png,Wedding,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Average,Silk,Neutral,Basic,Okay quality wedding outfit for Indian female in age group 26-35.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_039,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719754/training_image/image39.png,Wedding,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Average,Silk,Neutral,Basic,Okay quality wedding outfit for Indian female in age group 36-50.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_040,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719745/training_image/image40.png,Wedding,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Average,Silk,Neutral,Basic,Okay quality wedding outfit for Indian female in age group 51+.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_041,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719737/training_image/image41.png,Casual Luxury,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Average,Cotton blend,Neutral,Basic,Okay quality casual luxury outfit for Indian female in age group 13-17.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Silk. Background: suitable casual luxury setting."
imgA_042,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719733/training_image/image42.png,Casual Luxury,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Average,Cotton blend,Neutral,Basic,Okay quality casual luxury outfit for Indian female in age group 18-25.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_043,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719730/training_image/image43.png,Casual Luxury,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Average,Cotton blend,Neutral,Basic,Okay quality casual luxury outfit for Indian female in age group 26-35.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_044,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719728/training_image/image44.png,Casual Luxury,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Average,Cotton blend,Neutral,Basic,Okay quality casual luxury outfit for Indian female in age group 36-50.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_045,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719725/training_image/image45.png,Casual Luxury,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Average,Cotton blend,Neutral,Basic,Okay quality casual luxury outfit for Indian female in age group 51+.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_046,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719723/training_image/image46.png,Resort,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Average,Chiffon,Neutral,Basic,Okay quality resort outfit for Indian female in age group 13-17.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Cotton blend. Background: suitable resort setting."
imgA_047,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719720/training_image/image47.png,Resort,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Average,Chiffon,Neutral,Basic,Okay quality resort outfit for Indian female in age group 18-25.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_048,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719718/training_image/image48.png,Resort,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Average,Chiffon,Neutral,Basic,Okay quality resort outfit for Indian female in age group 26-35.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_049,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719716/training_image/image49.png,Resort,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Average,Chiffon,Neutral,Basic,Okay quality resort outfit for Indian female in age group 36-50.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_050,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719714/training_image/image50.png,Resort,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Average,Chiffon,Neutral,Basic,Okay quality resort outfit for Indian female in age group 51+.,okay,0.6,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_051,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719712/training_image/image51.png,Formal,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Poor,Cotton blend,Clashing,Unflattering,Bad quality formal outfit for Indian female in age group 13-17.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Chiffon. Background: suitable formal setting."
imgA_052,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719710/training_image/image52.png,Formal,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Poor,Cotton blend,Clashing,Unflattering,Bad quality formal outfit for Indian female in age group 18-25.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_053,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719708/training_image/image53.png,Formal,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Poor,Cotton blend,Clashing,Unflattering,Bad quality formal outfit for Indian female in age group 26-35.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_054,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719706/training_image/image54.png,Formal,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Poor,Cotton blend,Clashing,Unflattering,Bad quality formal outfit for Indian female in age group 36-50.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_055,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719702/training_image/image55.png,Formal,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Poor,Cotton blend,Clashing,Unflattering,Bad quality formal outfit for Indian female in age group 51+.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
imgA_056,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719699/training_image/image56.png,Party,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Poor,Cotton blend,Clashing,Unflattering,Bad quality party outfit for Indian female in age group 13-17.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_057,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719696/training_image/image57.png,Party,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Poor,Cotton blend,Clashing,Unflattering,Bad quality party outfit for Indian female in age group 18-25.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_058,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719694/training_image/image58.png,Party,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Poor,Cotton blend,Clashing,Unflattering,Bad quality party outfit for Indian female in age group 26-35.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
